trans_code,acct_num,trans_dt,debit_amt,credit_amt,balance,description,teller_id
LEG0605374,ACC-0000-3098,20231205,37.29,0.0,26455.84,Monthly Fee,T0242
LEG1665313,ACC 00002249,02-03-2024,8737.01,0.0,72491.68,Monthly Fee,T0214
LEG4510789,ACC-0000-5929,09-28-2023,15969.0,0.0,96640.38,Card Purchase,T0224
LEG8223527,ACC00008118,20240103,13261.56,0.0,84541.34,Wire Transfer,T0114
LEG2315966,ACC-0001-0149,02-18-2024,0.0,22217.57,6980.97,ATM Withdrawal,T0170
LEG2437332,00005797,03-19-2024,0.0,8320.82,87371.0,Transfer Out,T0185
LEG6493154,ACC00009024,03-21-2024,9945.12,0.0,37205.91,Interest Payment,T0154
LEG6150957,00010974,20240221,0.0,166.83,29271.58,Interest Payment,T0108
LEG6461812,ACC 00005339,08-11-2023,4503.11,0.0,25163.88,Online Purchase,T0181
LEG6887380,ACC 00007405,10/25/23,6710.62,0.0,11076.29,Direct Deposit,T0144
LEG6768625,ACC00007380,12/29/23,0.0,13520.88,26045.39,Interest Payment,T0203
LEG1354134,ACC00002817,03-15-2024,23636.29,0.0,35383.81,Transfer In,T0121
LEG3146441,ACC00002125,02-23-2024,14028.72,0.0,61473.68,ATM Withdrawal,T0248
LEG2568596,ACC 00007148,03/28/24,0.0,10720.24,62699.5,Check Deposit,T0148
LEG9864950,ACC 00003324,20240228,0.0,15788.25,94809.58,Interest Payment,T0187
LEG5714916,ACC00008136,12-10-2023,0.0,11700.21,12697.54,Transfer In,T0241
LEG9544068,00003703,20240405,15667.06,0.0,97662.97,Direct Deposit,T0198
LEG5994750,ACC 00006805,01-08-2024,0.0,5778.12,90621.23,Check Deposit,T0130
LEG4275781,00004694,02-14-2024,0.0,8804.75,16226.09,Interest Payment,T0153
LEG0075692,ACC-0000-6899,10-18-2023,0.0,7716.98,94638.49,Direct Deposit,
LEG8539690,ACC-0000-1685,12/21/23,4884.78,0.0,68964.08,Wire Transfer,T0225
LEG0034531,00003936,09/24/23,12248.11,0.0,14853.5,Online Purchase,T0136
LEG5845290,ACC00003373,26-01-2024,13385.53,0.0,67969.42,ATM Withdrawal,T0190
LEG6600639,ACC00003947,10/07/23,12241.7,0.0,21836.43,Refund,T0225
LEG1391153,ACC00010652,20231009,16797.65,0.0,8759.72,Direct Deposit,T0200
LEG1851002,ACC00007683,20-11-2023,2298.91,0.0,62423.32,Interest Payment,T0166
LEG3310697,ACC-0000-3692,03-31-2024,11178.7,0.0,43504.07,Online Purchase,T0189
LEG2608635,ACC-0000-6695,20231212,17791.16,0.0,26441.11,Transfer Out,T0198
LEG5127535,ACC-0000-2691,25-09-2023,0.0,20902.9,40991.1,Card Purchase,T0118
LEG7282282,ACC00007861,02-03-2024,0.0,5082.48,49566.88,Wire Transfer,T0117
LEG2274663,ACC-0000-1033,10/09/23,0.0,19002.28,40425.29,Online Purchase,T0233
LEG3051291,ACC 00007676,20231217,0.0,1897.04,56001.26,Check Deposit,T0175
LEG5192964,ACC00002952,11/12/23,0.0,20187.63,72171.4,Transfer In,T0161
LEG8861451,ACC00010597,11/28/23,0.0,2496.68,11943.74,Wire Transfer,T0237
LEG2417259,ACC-0000-9906,05-10-2023,20217.19,0.0,63371.64,Bill Payment,T0120
LEG7965723,ACC-0000-1075,27-09-2023,5400.64,0.0,50810.81,Bill Payment,T0218
LEG4623251,ACC 00006344,20240227,10742.88,0.0,62188.42,Transfer In,T0240
LEG6086034,ACC 00009001,24-10-2023,17266.95,0.0,68220.16,Transfer In,T0106
LEG8556630,00006698,04-01-2024,0.0,23944.64,30642.34,Bill Payment,T0132
LEG7634517,ACC00008702,12/07/23,0.0,20499.39,85987.81,Wire Transfer,T0211
LEG8561450,ACC 00009483,10/08/23,0.0,21621.83,84481.73,Monthly Fee,T0118
LEG4235285,ACC-0001-0046,04-03-2024,5327.31,0.0,33643.58,Refund,T0196
LEG2626061,00010416,29-03-2024,0.0,13182.13,109.52,Refund,T0183
LEG2926093,ACC 00002050,03-02-2024,22002.51,0.0,76762.11,Interest Payment,T0189
LEG1222167,ACC 00008703,20240225,7532.97,0.0,1735.8,Transfer In,T0228
LEG0597024,ACC 00006068,30-01-2024,18418.44,0.0,39807.23,ATM Withdrawal,T0142
LEG0290287,ACC00003532,20240110,1978.48,0.0,83416.32,Wire Transfer,T0104
LEG0853031,ACC00010465,03/23/24,0.0,6983.9,21166.42,Refund,T0247
LEG0265653,ACC-0000-4782,10-09-2023,0.0,9836.16,70168.63,Check Deposit,T0193
LEG3407781,ACC 00003561,31-10-2023,371.98,0.0,88804.87,ATM Withdrawal,T0115
LEG7959801,ACC 00004973,10/18/23,0.0,8666.74,24858.56,Wire Transfer,T0123
LEG8965518,ACC 00001195,03-09-2024,0.0,10575.63,52409.48,Direct Deposit,T0110
LEG5934976,ACC-0000-4085,20230919,0.0,17797.71,35705.41,Online Purchase,T0178
LEG2946687,00002309,12/25/23,0.0,1104.06,61405.47,Transfer Out,T0199
LEG1223058,ACC 00004411,20231226,1630.31,0.0,97113.64,Card Purchase,T0162
LEG9483882,ACC00006466,02/13/24,0.0,18389.22,56044.32,ATM Withdrawal,T0100
LEG5571515,ACC 00009659,02-26-2024,2923.31,0.0,46928.19,Card Purchase,T0186
LEG4440167,ACC00008158,11-04-2023,0.0,6880.05,43525.78,Interest Payment,T0140
LEG0396273,ACC00001334,02-14-2024,0.0,22411.47,40242.3,Wire Transfer,T0180
LEG6271827,ACC 00008264,02/22/24,0.0,9686.74,93975.0,Interest Payment,T0151
LEG1079089,ACC 00001678,19-11-2023,17834.57,0.0,9715.17,Monthly Fee,T0241
LEG3509279,ACC-0000-3425,10-13-2023,0.0,5928.17,43903.63,Card Purchase,T0238
LEG7495393,00002699,05-11-2023,0.0,13547.89,66325.13,Direct Deposit,T0177
LEG5976686,00003057,03/24/24,2823.84,0.0,3879.7,Monthly Fee,T0197
LEG0363921,ACC-0000-5109,01-03-2024,0.0,12631.04,10682.75,Bill Payment,T0219
LEG2167540,ACC 00007439,20231027,0.0,12851.84,1084.67,Wire Transfer,T0233
LEG4056267,ACC00002007,20240118,1425.61,0.0,90483.23,Direct Deposit,T0238
LEG5830512,00001555,18-12-2023,1532.85,0.0,71095.62,Refund,T0223
LEG5650006,ACC00004632,16-10-2023,0.0,16790.43,97207.06,Refund,T0198
LEG7529168,ACC00005890,02-19-2024,0.0,20724.23,88681.24,Check Deposit,T0104
LEG0957488,ACC-0000-7804,02-20-2024,0.0,3073.99,17332.22,Card Purchase,T0170
LEG6909119,00007026,10/03/23,10206.02,0.0,88078.26,Monthly Fee,T0127
LEG4770843,ACC-0000-4027,08-03-2024,0.0,-15613.87,22889.26,Wire Transfer,T0230
LEG4119405,ACC00006461,20231129,0.0,16695.0,30828.55,Direct Deposit,T0181
LEG4852932,ACC00008037,20231214,0.0,16023.98,98138.29,Bill Payment,T0190
LEG4781034,00010943,20231224,20913.25,0.0,88421.12,Card Purchase,T0124
LEG7339814,ACC00001030,29-03-2024,22956.55,0.0,15783.53,Monthly Fee,T0194
LEG0269927,ACC-0000-5939,20231126,0.0,15675.18,58147.09,Card Purchase,T0207
LEG4506791,00002465,20240404,0.0,8378.65,83491.02,Direct Deposit,T0183
LEG7629489,ACC 00005827,02-02-2024,14178.03,0.0,95936.09,Check Deposit,T0144
LEG8071040,ACC 00001321,20231127,23343.52,0.0,60134.86,Refund,T0238
LEG9972120,ACC00002710,03/20/24,0.0,6331.95,79420.89,ATM Withdrawal,T0168
LEG5752849,ACC00001460,10-14-2023,0.0,5539.02,89207.82,Transfer Out,T0224
LEG6794977,ACC00001518,03/31/24,14437.5,0.0,96706.62,ATM Withdrawal,T0126
LEG4914319,00006414,09/28/23,2396.88,0.0,95713.46,Wire Transfer,T0111
LEG5743783,00001742,18-11-2023,19883.74,0.0,21327.9,Refund,T0112
LEG4486436,ACC00009991,12-24-2023,0.0,14253.72,72999.83,Transfer Out,T0234
LEG2783050,ACC00010014,03-01-2024,0.0,11296.04,12327.48,Transfer Out,T0226
LEG4558444,ACC-0000-8512,19-02-2024,15086.63,0.0,76466.02,Monthly Fee,T0238
LEG5598631,ACC00010419,03/06/24,15073.07,0.0,97051.94,Interest Payment,T0185
LEG1322985,ACC 00008129,01-23-2024,0.0,19189.94,72979.19,Check Deposit,T0158
LEG3250412,00005232,20231127,4949.54,0.0,2939.52,Transfer Out,T0107
LEG4182253,ACC00003581,10/20/23,0.0,15021.42,1799.78,Direct Deposit,T0165
LEG5314907,ACC 00001022,10/11/23,1.65,0.0,91344.67,Monthly Fee,T0220
LEG4274591,ACC-0000-5794,12-27-2023,4066.81,0.0,58172.06,Check Deposit,T0134
LEG7267760,ACC00008696,11-22-2023,0.0,14803.12,89557.54,Wire Transfer,T0109
LEG6656520,ACC00005904,28-12-2023,0.0,11346.83,51105.22,Wire Transfer,T0122
LEG1978572,ACC 00004994,20240121,0.0,7814.73,74431.17,Wire Transfer,T0155
LEG6119646,00008502,20231030,13634.0,0.0,74005.85,Refund,T0121
LEG3729868,00007063,20231225,0.0,627.16,5605.45,Direct Deposit,T0186
LEG9766751,00007399,20231031,0.0,8185.51,36220.95,Wire Transfer,T0225
LEG4251348,ACC-0001-0818,20231116,10104.03,0.0,3733.71,Refund,T0146
LEG0028098,ACC 00009227,12-26-2023,14079.79,0.0,5303.59,Transfer In,T0121
LEG6570320,00004060,11-03-2023,11984.04,0.0,94888.87,Bill Payment,T0124
LEG3248720,ACC 00004675,12-06-2023,0.0,19192.05,89963.32,Online Purchase,T0212
LEG1770241,ACC00010339,03/13/24,18333.24,0.0,61232.5,Direct Deposit,T0204
LEG4951587,00004823,11-11-2023,0.0,24191.51,15529.07,Card Purchase,T0184
LEG3518236,ACC-0000-7908,10/17/23,17850.24,0.0,37985.11,Direct Deposit,T0118
LEG9728048,ACC-0001-0301,04-03-2024,0.0,18652.19,63495.93,Card Purchase,T0232
LEG8465793,ACC-0000-4118,10/26/23,9001.06,0.0,92.54,Bill Payment,T0173
LEG3674263,00004535,10-23-2023,0.0,13634.03,69670.56,Check Deposit,T0162
LEG1049287,ACC00002610,09-22-2023,0.0,14800.55,99158.12,Monthly Fee,T0106
LEG0175926,ACC-0001-0427,09/19/23,11968.54,0.0,-44997.2,Interest Payment,T0200
LEG7968429,ACC00003205,24-09-2023,0.0,4038.67,84931.26,Wire Transfer,T0105
LEG6604810,ACC 00006882,03-07-2024,0.0,21982.08,76821.6,Check Deposit,T0173
LEG8745045,ACC00008452,20240306,4372.63,0.0,63358.38,Card Purchase,T0234
LEG1657836,ACC 00001046,20240228,969.22,0.0,77902.49,Wire Transfer,T0133
LEG1610119,ACC-0000-9626,11-12-2023,1393.04,0.0,19668.97,Refund,T0137
LEG4309166,ACC00002638,20231018,6887.42,0.0,4538.68,Bill Payment,T0208
LEG0907156,ACC 00008745,07-02-2024,0.0,-12715.43,63193.7,Interest Payment,T0126
LEG1241297,ACC-0000-8693,20-03-2024,7356.06,0.0,13411.23,Refund,T0211
LEG9511158,ACC-0000-7104,08-10-2023,0.0,10207.81,52097.1,Refund,T0160
LEG4383885,ACC-0000-7431,12-02-2024,18086.42,0.0,43076.32,Monthly Fee,T0195
LEG5480072,ACC00008939,25-01-2024,13021.42,0.0,55682.88,Refund,T0135
LEG0021040,00008734,11-01-2023,6537.81,0.0,90066.63,Transfer In,T0119
LEG7999076,ACC 00005897,25-09-2023,15364.8,0.0,23112.73,Direct Deposit,T0127
LEG0348164,ACC-0000-8795,12-12-2023,12854.14,0.0,41560.78,Card Purchase,T0114
LEG1261694,ACC00003578,20231123,-0.0,16790.44,16327.39,ATM Withdrawal,T0182
LEG9523606,ACC-0001-0189,04-02-2024,21791.59,0.0,94646.36,ATM Withdrawal,T0221
LEG3190116,00001443,21-02-2024,23106.99,0.0,13459.2,ATM Withdrawal,T0214
LEG6981187,ACC00008261,20240107,22612.12,0.0,62710.27,Online Purchase,T0111
LEG1012173,ACC00007787,20231023,0.0,11568.38,76588.24,Monthly Fee,T0141
LEG9393081,ACC-0000-1655,11-27-2023,0.0,7919.23,78083.51,ATM Withdrawal,T0168
LEG3874875,00007046,12-25-2023,17109.36,0.0,-51963.76,Transfer Out,T0248
LEG8786028,ACC 00006011,02-25-2024,0.0,6392.72,71583.85,Wire Transfer,T0103
LEG8849896,ACC00010550,04-10-2023,15241.28,0.0,89125.9,Check Deposit,T0235
LEG7680673,ACC 00007670,17-03-2024,1702.55,0.0,94378.89,Card Purchase,T0222
LEG5321698,ACC00003146,23-03-2024,857.68,0.0,61205.32,Check Deposit,T0210
LEG0135431,ACC 00006800,09-25-2023,11775.14,0.0,40809.18,Refund,T0160
LEG7827780,00007573,15-10-2023,12507.53,0.0,66148.95,Monthly Fee,T0219
LEG9850816,ACC 00001107,12/06/23,21050.38,0.0,29870.84,Interest Payment,T0129
LEG6845365,00001492,20-03-2024,9037.81,0.0,1062.71,ATM Withdrawal,T0115
LEG8660768,ACC 00009166,29-03-2024,0.0,19438.31,56636.19,Direct Deposit,T0109
LEG1092119,ACC-0001-0281,09-23-2023,7048.54,0.0,67887.74,Online Purchase,T0161
LEG6393352,ACC00008494,10-15-2023,10132.46,0.0,46533.77,ATM Withdrawal,T0109
LEG3972767,ACC 00004049,03-01-2024,18335.91,0.0,61789.42,Wire Transfer,T0207
LEG2741461,ACC00010168,12/16/23,0.0,7655.34,91576.71,Monthly Fee,T0164
LEG5382605,ACC00009839,12/16/23,0.0,3523.55,15138.95,Wire Transfer,T0142
LEG1703111,ACC 00003963,25-10-2023,9231.25,0.0,20118.21,Card Purchase,T0216
LEG9661780,ACC00009728,20240401,0.0,281.86,88691.83,Wire Transfer,T0125
LEG1640956,ACC-0000-2783,20231007,0.0,14925.35,92077.14,Bill Payment,T0167
LEG1415009,ACC-0000-8478,20231110,23929.91,0.0,1784.67,Bill Payment,T0153
LEG7537696,ACC 00002910,20231111,10491.75,0.0,95910.65,Transfer Out,T0188
LEG3277798,00001364,12-19-2023,0.0,14190.57,3434.66,Direct Deposit,T0163
LEG1723454,ACC-0000-1565,09/18/23,0.0,2262.05,3241.96,Refund,T0196
LEG9306633,ACC-0000-8420,20231003,19172.48,0.0,14246.54,ATM Withdrawal,T0244
LEG0231002,ACC-0000-1801,20240222,0.0,9161.45,6414.61,Refund,T0154
LEG4461161,ACC00007176,30-09-2023,0.0,9317.23,80641.66,Direct Deposit,T0204
LEG7946138,00001730,03-31-2024,0.0,15495.53,30785.02,ATM Withdrawal,T0121
LEG6282911,00006581,05-04-2024,0.0,9451.03,41818.23,Refund,T0161
LEG7460244,ACC-0000-7439,10-10-2023,1365.81,0.0,93706.78,Bill Payment,T0115
LEG8358389,00008146,25-12-2023,16694.74,0.0,64946.58,Interest Payment,T0223
LEG2463059,00004850,09/30/23,11633.56,0.0,22919.92,Interest Payment,T0157
LEG9247496,ACC-0000-6583,02-25-2024,0.0,1992.61,84831.36,Check Deposit,T0225
LEG7153376,00003964,12/07/23,0.0,8358.86,38968.12,Transfer Out,T0235
LEG2340862,ACC00008519,28-09-2023,10260.94,0.0,21097.73,Refund,T0215
LEG0547894,ACC 00002234,01-25-2024,0.0,10609.03,83243.25,Interest Payment,T0160
LEG1000997,ACC00001499,03-15-2024,472.55,0.0,29825.84,Wire Transfer,T0210
LEG7002856,00003310,20231208,17509.97,0.0,79515.44,Monthly Fee,T0172
LEG6038047,ACC-0000-2718,12/25/23,0.0,18758.7,38337.1,Direct Deposit,T0176
LEG6648487,ACC00008289,01-02-2024,24592.19,0.0,54613.04,Refund,T0187
LEG8548517,ACC-0000-6285,01/25/24,0.0,17733.92,5128.83,Direct Deposit,T0160
LEG4123024,00007291,02-14-2024,0.0,17222.96,81021.86,Transfer Out,T0128
LEG3579547,ACC 00009289,01-22-2024,13943.94,0.0,55673.64,Online Purchase,T0244
LEG7131066,ACC-0000-8677,20231216,9121.34,0.0,73178.53,Interest Payment,T0176
LEG5517996,ACC00010647,20240122,20991.52,0.0,93330.26,Transfer Out,T0226
LEG4377768,ACC-0000-6691,09/20/23,15508.81,0.0,77100.74,ATM Withdrawal,T0164
LEG7250497,ACC 00008953,11/23/23,0.0,18998.1,90462.8,Refund,T0146
LEG8345726,ACC00006150,20230927,0.0,6741.48,20060.4,Refund,T0248
LEG3541063,ACC 00007269,02/02/24,0.0,13815.02,20045.84,Check Deposit,T0207
LEG8979731,ACC00005673,03/08/24,0.0,8682.29,56367.34,ATM Withdrawal,T0159
LEG3472081,ACC 00001783,01-06-2024,17605.95,0.0,98839.6,Interest Payment,T0225
LEG4649069,00005811,10/06/23,14840.37,0.0,33730.75,Transfer Out,T0163
LEG7338474,00008165,20240226,0.0,8361.02,34412.1,Interest Payment,T0100
LEG2071093,ACC 00010623,12-20-2023,19675.66,0.0,35450.57,Transfer Out,T0124
LEG7815753,00004195,01/04/24,0.0,9003.82,99177.69,Wire Transfer,T0135
LEG4748109,ACC00001856,03/29/24,23520.2,0.0,24420.5,ATM Withdrawal,T0144
LEG2205879,ACC 00003610,22-03-2024,21970.85,0.0,54621.14,Bill Payment,T0150
LEG1176220,ACC 00003073,10/21/23,0.0,21080.1,81177.33,Wire Transfer,T0130
LEG0202742,ACC00007016,01-31-2024,0.0,3616.42,10237.92,Bill Payment,T0220
LEG9599238,00008448,12/23/23,22471.1,0.0,50339.11,Online Purchase,T0104
LEG0024517,ACC 00006308,20231015,1081.14,0.0,59155.09,Refund,T0207
LEG0692033,ACC 00002124,15-10-2023,2692.23,-0.0,74034.94,Wire Transfer,T0208
LEG1665101,ACC 00002010,01-01-2024,0.0,5021.33,32510.7,Interest Payment,T0126
LEG0899603,ACC00004285,20240220,17905.86,0.0,12636.69,Transfer In,T0172
LEG2792858,ACC 00008250,12-11-2023,10831.16,0.0,55477.87,Wire Transfer,T0205
LEG2159408,ACC00010628,12-24-2023,7345.02,0.0,53435.34,Interest Payment,T0176
LEG3679190,ACC 00005736,10-19-2023,0.0,19958.45,8295.91,Bill Payment,T0208
LEG6582243,ACC00010149,01-19-2024,0.0,948.27,44549.59,ATM Withdrawal,T0228
LEG0931353,00003037,11-17-2023,0.0,9358.95,28994.09,ATM Withdrawal,T0215
LEG4187832,ACC00004791,16-12-2023,22388.88,0.0,8640.34,Wire Transfer,T0110
LEG4472866,00009078,20231206,15951.35,0.0,38868.67,Transfer In,T0248
LEG4106498,ACC 00007393,02-10-2024,0.0,19116.33,18426.0,Transfer Out,T0170
LEG4617159,00001863,02-26-2024,11773.52,0.0,83148.39,Monthly Fee,T0247
LEG9020170,ACC 00009335,12/21/23,0.0,15551.11,13849.34,Bill Payment,T0192
LEG7768339,ACC00007159,02/21/24,10380.72,0.0,44113.7,Check Deposit,
LEG3039273,ACC 00002015,03-13-2024,13856.62,0.0,84328.48,Monthly Fee,T0115
LEG8318742,ACC00010251,27-03-2024,15766.1,0.0,38140.72,Direct Deposit,T0226
LEG2904775,00009059,20-11-2023,0.0,8557.72,92062.64,Card Purchase,T0202
LEG0600654,ACC-0000-9231,03-15-2024,16825.21,0.0,696.96,ATM Withdrawal,T0121
LEG7080023,00009736,03/13/24,6924.2,0.0,91512.23,Monthly Fee,T0129
LEG1491209,ACC 00006859,09/19/23,0.0,15590.14,62255.77,Card Purchase,T0128
LEG9906392,00001084,20240305,21152.75,0.0,47871.5,Online Purchase,T0188
LEG0369755,ACC-0000-7449,25-03-2024,0.0,17566.89,13919.83,Online Purchase,T0146
LEG3844954,00009131,20240306,13111.1,0.0,28724.94,Wire Transfer,T0219
LEG3557005,ACC-0000-5057,26-10-2023,0.0,14461.06,68114.56,Wire Transfer,T0237
LEG9905005,ACC-0000-1307,20231116,0.0,7274.81,15953.32,Direct Deposit,T0120
LEG7685990,00002960,04-01-2024,7730.6,0.0,18517.44,Check Deposit,T0124
LEG8981013,ACC-0000-2978,20231225,0.0,16149.04,73560.85,Transfer In,T0191
LEG5790402,ACC-0000-3138,20231010,0.0,6675.19,77753.59,Direct Deposit,T0173
LEG6775687,ACC 00010502,03-10-2023,0.0,8331.67,21847.11,Transfer Out,T0238
LEG2706778,ACC00006242,20240223,0.0,1156.71,74596.35,Direct Deposit,T0245
LEG5544896,ACC 00006328,03-06-2024,9290.65,0.0,25111.06,ATM Withdrawal,T0233
LEG6504312,00008931,01-27-2024,0.0,23219.33,1626.35,Wire Transfer,T0246
LEG7317071,00005168,02/29/24,1353.71,0.0,82240.16,Online Purchase,T0238
LEG6311501,ACC-0001-0782,02/07/24,9970.97,0.0,89510.47,Card Purchase,T0183
LEG8774730,ACC 00008234,12-10-2023,12454.8,0.0,82749.66,Card Purchase,T0189
LEG0306480,ACC00010050,20-01-2024,17994.48,0.0,20944.22,Direct Deposit,T0244
LEG7043135,ACC 00002497,20231028,0.0,21300.11,25572.72,Direct Deposit,
LEG4541448,ACC00006883,10/26/23,22342.46,0.0,15911.85,Transfer Out,T0225
LEG7970596,00004259,01-02-2024,798.19,0.0,52285.13,Interest Payment,T0146
LEG8870090,ACC00007347,11/05/23,10391.05,0.0,89191.41,Check Deposit,T0122
LEG5614292,00002072,20240323,13157.74,0.0,36809.4,Online Purchase,T0171
LEG7212158,ACC00009560,20231207,0.0,19147.52,71816.69,Interest Payment,T0232
LEG1418901,ACC-0000-2601,12/10/23,0.0,16797.38,16653.54,Wire Transfer,T0189
LEG1603155,ACC-0000-5623,12-11-2023,10554.43,0.0,76703.37,Direct Deposit,T0242
LEG3881916,ACC-0000-9284,20240224,13218.44,0.0,97203.01,Online Purchase,T0244
LEG7394362,ACC00010867,20240330,0.0,12281.63,61703.26,Check Deposit,T0103
LEG2314243,ACC00010450,20240130,0.0,10671.65,33634.37,Wire Transfer,T0115
LEG2109606,ACC00005258,20-09-2023,0.0,8106.02,41330.7,Transfer Out,T0196
LEG6453664,ACC-0000-5231,14-10-2023,0.0,14713.37,22292.21,Direct Deposit,T0146
LEG6617269,ACC 00002648,12/09/23,4110.39,0.0,98735.81,Check Deposit,T0236
LEG6178471,00004595,05-10-2023,0.0,1186.73,9918.3,Wire Transfer,T0115
LEG5410627,00008745,20231227,24705.77,0.0,71203.97,Monthly Fee,T0190
LEG4971417,ACC00006419,11/27/23,0.0,15656.58,49742.21,Interest Payment,T0195
LEG7039118,ACC-0000-4851,20231118,19245.58,0.0,62462.19,Refund,T0124
LEG7321158,ACC 00010314,20240323,0.0,8118.04,38899.74,Transfer In,T0142
LEG0850916,00006673,29-01-2024,14823.51,0.0,16621.87,Check Deposit,T0122
LEG1567853,00010944,11/02/23,5740.54,0.0,657.31,Interest Payment,T0130
LEG2864364,ACC00009864,20-02-2024,0.0,17068.06,69873.24,Check Deposit,T0197
LEG9486147,ACC-0000-5245,20231229,0.0,203.07,55304.94,Direct Deposit,T0206
LEG3126623,ACC00009912,01-01-2024,0.0,16010.99,13682.2,Monthly Fee,T0198
LEG2302806,00005147,20231224,0.0,14040.38,43380.0,Refund,T0232
LEG3227254,ACC-0000-3398,20231010,0.0,24197.43,4784.13,Transfer In,T0137
LEG5978623,ACC00009012,02-10-2023,0.0,16433.68,5690.15,Refund,T0131
LEG9104140,ACC-0001-0604,02/13/24,13892.15,0.0,23596.7,ATM Withdrawal,T0160
LEG2134773,ACC00008050,10-02-2024,0.0,12478.39,61135.48,Wire Transfer,T0139
LEG8541073,ACC 00004678,20-12-2023,24648.2,0.0,26806.92,Interest Payment,T0172
LEG2499897,ACC00006603,09-29-2023,23489.61,0.0,48580.37,Bill Payment,T0235
LEG3258704,ACC00005595,02/19/24,0.0,10641.8,17793.52,Refund,T0227
LEG1132681,ACC00010454,19-02-2024,19691.48,0.0,11187.92,Card Purchase,T0169
LEG6716556,ACC-0000-9358,01-30-2024,0.0,20911.58,69229.98,Wire Transfer,T0218
LEG9330551,ACC 00001283,01-10-2024,0.0,21347.9,71502.86,Refund,T0125
LEG4751391,ACC00008032,10-01-2024,0.0,8293.57,34614.81,Bill Payment,T0221
LEG0001828,ACC-0001-0406,20240329,1045.74,0.0,62524.78,Transfer Out,T0101
LEG1194405,ACC-0000-4774,11-18-2023,3690.83,0.0,51149.4,Direct Deposit,T0104
LEG0603278,ACC-0000-6356,23-10-2023,0.0,12317.77,52809.85,Bill Payment,T0210
LEG8136669,ACC00008954,23-03-2024,11796.35,0.0,17025.05,Interest Payment,T0194
LEG3990159,ACC00001138,20240213,0.0,6295.81,36488.07,Interest Payment,T0149
LEG5492554,00002148,20231120,0.0,7032.08,31727.44,Check Deposit,T0183
LEG5754372,ACC-0000-6001,10/29/23,11983.8,0.0,71217.48,Direct Deposit,T0235
LEG1931707,ACC-0000-5722,01-04-2024,0.0,11155.09,69889.24,Transfer Out,T0153
LEG4772444,ACC-0000-1653,01-05-2024,0.0,16477.3,46331.15,Refund,T0233
LEG4909159,ACC 00007634,10-25-2023,3328.41,0.0,88381.68,Interest Payment,T0230
LEG7728693,ACC 00007662,10/13/23,1051.56,0.0,27835.06,Wire Transfer,T0181
LEG2701853,ACC00010681,20240225,21691.07,0.0,39298.86,Monthly Fee,T0167
LEG9148395,ACC-0000-9095,07-12-2023,1860.83,0.0,69934.42,Check Deposit,T0143
LEG2286975,00007385,02-06-2024,0.0,17263.37,29163.55,Refund,T0192
LEG8053455,ACC 00007680,12/17/23,10660.81,0.0,10646.23,Transfer Out,T0164
LEG0349326,ACC-0000-7033,02/11/24,18612.62,0.0,33850.94,ATM Withdrawal,T0231
LEG2015527,ACC 00004307,20240310,17101.44,0.0,83312.74,Monthly Fee,T0101
LEG1854121,ACC-0000-2811,01-30-2024,2309.39,0.0,99537.61,Interest Payment,T0186
LEG5060372,ACC-0000-7502,20231104,0.0,23530.92,68406.63,Interest Payment,T0103
LEG0041330,ACC00005003,12-27-2023,7927.36,0.0,71392.0,Interest Payment,T0123
LEG5852251,ACC-0000-3936,20240117,0.0,18551.39,97860.1,Wire Transfer,T0204
LEG6166745,00007892,02-27-2024,6821.75,0.0,93058.89,Refund,T0101
LEG3196890,ACC00009099,20240328,20874.59,0.0,90630.79,Online Purchase,T0103
LEG1774962,00009708,11-10-2023,5298.02,0.0,52044.82,Interest Payment,T0132
LEG9448049,ACC-0000-9944,03-29-2024,0.0,10746.52,35389.53,Interest Payment,T0105
LEG8646465,ACC00004373,06-03-2024,18831.92,0.0,50454.3,Monthly Fee,T0176
LEG8752435,ACC00010720,02/13/24,15317.96,0.0,10853.95,Transfer Out,T0202
LEG3872402,ACC 00009384,01-21-2024,0.0,24896.17,56231.78,Check Deposit,T0154
LEG9377521,ACC 00005728,11-16-2023,1853.61,0.0,84678.74,Check Deposit,T0183
LEG4697371,ACC-0000-2899,01-04-2024,0.0,20781.25,61164.48,Refund,
LEG1197055,00004574,26-03-2024,10910.73,0.0,15838.85,ATM Withdrawal,T0128
LEG5683456,ACC 00010344,01-31-2024,9195.79,0.0,55460.91,Card Purchase,T0145
LEG1706380,ACC 00008134,01-17-2024,0.0,4135.17,89748.44,ATM Withdrawal,T0249
LEG6713442,ACC00008296,01/10/24,9713.17,0.0,52315.17,ATM Withdrawal,T0183
LEG6828464,ACC 00010604,11-15-2023,0.0,2528.87,80660.49,Monthly Fee,T0175
LEG6843114,ACC 00010002,03-09-2024,0.0,8823.85,73011.0,Bill Payment,T0229
LEG0001328,ACC00008910,14-02-2024,0.0,3845.88,73725.63,Card Purchase,T0109
LEG4604548,ACC-0000-1615,20240219,3944.7,0.0,57047.87,Bill Payment,T0214
LEG4309525,00006885,11/13/23,10419.2,0.0,32941.42,ATM Withdrawal,T0115
LEG8358992,00009472,10/29/23,3879.36,0.0,15782.62,Direct Deposit,T0119
