payment_ref,account_no,payment_datetime,payment_amount,currency,merchant_code,auth_code,settlement_date
PGS262954595136,ACC00009184,20240104021538,8768.59,AUD,MER01596,AUTH1494,20240105021538
PGS237112518961,ACC00010316,12-May-2024 22:36,4637.21,EUR,MER01110,AUTH1752,15-May-2024 22:36
PGS344820848493,ACC00010245,06-May-2024 23:13,993.01,USD,MER01374,,07-May-2024 23:13
PGS407948364000,ACC00009169,11/02/2024 09:33:38,7171.76,EUR,MER01137,AUTH3877,13/02/2024 09:33:38
PGS322000909980,ACC00010613,20240319194408,420.4,GBP,MER01959,AUTH1618,20240320194408
PGS526986385203,ACC00009996,03/03/2024 05:21 PM,5000.82,EUR,MER01565,AUTH8172,03/06/2024 05:21 PM
PGS698803253538,ACC00002483,28-Apr-2024 18:56,10677.74,CAD,MER01501,AUTH7989,01-May-2024 18:56
PGS698034359692,ACC00008554,2024-01-26 20:00:38,8878.75,USD,MER01065,,
PGS701402258945,ACC00008117,04/04/2024 05:59 AM,3745.48,EUR,MER01608,AUTH9188,04/05/2024 05:59 AM
PGS270504813250,ACC00003486,24/01/2024 13:46:17,6617.52,EUR,MER01002,,25/01/2024 13:46:17
PGS222771530702,ACC00010381,16/05/2024 00:04:21,4552.62,CAD,MER01487,AUTH3227,17/05/2024 00:04:21
PGS225680627883,ACC00008112,20240405141844,7562.58,EUR,MER01347,AUTH1655,20240407141844
PGS192373969855,ACC00003942,09-Mar-2024 18:21,6908.99,GBP,MER01140,AUTH7217,11-Mar-2024 18:21
PGS249210881248,ACC00007375,03-Mar-2024 22:12,9261.57,USD,MER01262,AUTH1555,04-Mar-2024 22:12
PGS413668040057,ACC00006083,2024-02-15 18:23:47,3171.8,GBP,MER01262,AUTH3743,2024-02-18 18:23:47
PGS254902601359,ACC00006674,07-Jan-2024 05:08,5798.86,CAD,MER01502,AUTH3329,09-Jan-2024 05:08
PGS910888368612,ACC00010061,20240418133309,5561.58,EUR,MER01419,AUTH2384,20240420133309
PGS473864667022,ACC00004343,2024-04-22 04:35:21,4881.01,CAD,MER01167,AUTH8535,2024-04-25 04:35:21
PGS853165002913,ACC00008321,05/05/2024 09:44 AM,9988.1,AUD,MER01152,AUTH8015,05/08/2024 09:44 AM
PGS330092078589,ACC00008297,2024-01-29 13:28:34,2841.51,CAD,MER01424,AUTH2704,2024-02-01 13:28:34
PGS547424800247,ACC00006305,20240316054211,1189.9,USD,MER01760,AUTH6927,20240317054211
PGS602634361908,ACC00009217,20240322040935,7696.98,CAD,MER01107,,20240325040935
PGS015307641618,ACC00001961,20240520010940,8972.34,CAD,MER01394,AUTH4902,20240522010940
PGS192587963051,ACC00004660,02/09/2024 09:43 AM,7852.43,USD,MER01372,AUTH7768,02/10/2024 09:43 AM
PGS476423251105,ACC00001031,14/02/2024 03:38:02,474.53,CAD,MER01102,AUTH3104,17/02/2024 03:38:02
PGS090013493132,ACC00007525,23-Apr-2024 02:08,2782.46,GBP,MER01065,,25-Apr-2024 02:08
PGS964804984970,ACC00004130,03/30/2024 08:48 PM,6580.36,AUD,MER01158,AUTH1634,04/02/2024 08:48 PM
PGS014128856120,ACC00009360,2024-01-15 00:26:07,6177.34,USD,MER01040,AUTH6367,2024-01-17 00:26:07
PGS347183169218,ACC00002387,15/04/2024 22:44:37,1440.43,AUD,MER01983,AUTH7008,18/04/2024 22:44:37
PGS949020718956,ACC00006416,20240515151048,3568.23,EUR,MER01152,AUTH6728,20240516151048
PGS505582123785,ACC00002099,2024-01-24 01:26:56,5874.01,EUR,MER01902,AUTH5412,2024-01-26 01:26:56
PGS747115338062,ACC00002541,20240324161100,1083.52,CAD,MER01573,AUTH3285,20240327161100
PGS113794883375,ACC00008538,02-Apr-2024 05:34,4447.41,GBP,MER01808,AUTH8333,03-Apr-2024 05:34
PGS723806728204,ACC00004897,05/05/2024 11:02 PM,1176.91,GBP,MER01654,AUTH3138,05/07/2024 11:02 PM
PGS829333651999,ACC00008735,31/12/2023 11:02:11,9813.2,CAD,MER01380,AUTH4209,03/01/2024 11:02:11
PGS745146613256,ACC00002343,05/11/2024 05:00 PM,5580.0,USD,MER01593,AUTH4206,05/12/2024 05:00 PM
PGS435805228357,ACC00004112,20240218054507,6772.1,USD,MER01844,AUTH6872,20240219054507
PGS969329111794,ACC00009599,20/02/2024 10:02:38,1351.06,USD,MER01741,AUTH5718,21/02/2024 10:02:38
PGS825342235117,ACC00004156,18-May-2024 11:38,649.45,CAD,MER01679,AUTH9675,20-May-2024 11:38
PGS508551354506,ACC00010481,2024-02-16 19:41:54,10095.36,AUD,MER01826,AUTH5160,2024-02-18 19:41:54
PGS130096019421,ACC00006275,01/02/2024 14:09:09,5462.18,CAD,MER01139,AUTH6973,
PGS138108296911,ACC00004411,20240525124009,2825.21,GBP,MER01229,AUTH8358,20240527124009
PGS256008620194,ACC00003216,2024-04-13 05:24:59,5298.69,AUD,MER01492,AUTH8398,2024-04-15 05:24:59
PGS419182609036,ACC00005825,30-Mar-2024 13:18,5402.07,USD,MER01588,AUTH7792,31-Mar-2024 13:18
PGS887774713927,ACC00010005,20240208070116,7639.24,CAD,MER01431,AUTH7893,20240209070116
PGS475354871898,ACC00004805,20240129175702,31.22,EUR,MER01630,AUTH7251,20240201175702
PGS549612895868,ACC00005543,10/04/2024 13:06:39,370.03,CAD,MER01291,AUTH8916,12/04/2024 13:06:39
PGS290650723034,ACC00010625,2024-04-07 04:09:40,7217.28,GBP,MER01961,AUTH8318,2024-04-09 04:09:40
PGS968393131455,ACC00001557,2024-05-13 06:11:23,8943.1,EUR,MER01866,AUTH7636,2024-05-15 06:11:23
PGS412007293182,ACC00001251,01/27/2024 07:32 AM,2123.34,GBP,MER01720,AUTH8235,
PGS455145759405,ACC00002621,02/21/2024 08:17 PM,5501.65,GBP,MER01128,AUTH8356,02/23/2024 08:17 PM
PGS953745334793,ACC00004296,20240425231204,747.15,AUD,MER01509,AUTH3318,20240427231204
PGS082786935472,ACC00001788,09-Mar-2024 02:53,10858.06,CAD,MER01299,AUTH1372,11-Mar-2024 02:53
PGS267741298401,ACC00009213,19-Feb-2024 19:17,2052.02,USD,MER01012,AUTH1073,22-Feb-2024 19:17
PGS433594332918,ACC00010574,2024-02-03 16:25:59,8465.04,USD,MER01190,AUTH2311,2024-02-06 16:25:59
PGS280703482539,ACC00009456,22/05/2024 11:56:11,5148.21,GBP,MER01200,AUTH5898,24/05/2024 11:56:11
PGS044049286896,ACC00002775,11/02/2024 09:59:50,5048.41,GBP,MER01983,AUTH0692,13/02/2024 09:59:50
PGS044122332357,ACC00007447,23-Mar-2024 04:29,2050.77,AUD,MER01757,AUTH5977,25-Mar-2024 04:29
PGS771928357869,ACC00009501,2024-04-04 15:09:15,4983.78,EUR,MER01458,AUTH9017,2024-04-06 15:09:15
PGS948440797325,ACC00010384,20240229122617,8319.67,EUR,MER01571,AUTH5056,20240303122617
PGS869892580859,ACC00004638,20240323162211,5519.45,EUR,MER01590,AUTH4911,20240325162211
PGS933627189037,ACC00005197,2024-02-10 09:35:32,1335.34,AUD,MER01970,AUTH2072,2024-02-11 09:35:32
PGS442536120173,ACC00008400,20231231092907,390.59,AUD,MER01455,AUTH7705,20240102092907
PGS900466355809,ACC00007016,04/04/2024 06:19 PM,5842.6,USD,MER01241,AUTH3014,04/07/2024 06:19 PM
PGS104214656417,ACC00006080,20240507212203,1897.54,GBP,MER01185,AUTH8510,20240510212203
PGS712966164382,ACC00004307,02/01/2024 03:09 PM,31.42,CAD,MER01543,AUTH8106,
PGS852766979358,ACC00004694,2024-01-28 10:37:08,465.02,GBP,MER01914,,2024-01-31 10:37:08
PGS612841820553,ACC00006458,29/01/2024 22:00:08,6956.08,GBP,MER01109,AUTH4031,01/02/2024 22:00:08
PGS297100483066,ACC00007956,01/25/2024 05:12 AM,4437.42,GBP,MER01303,AUTH2767,01/27/2024 05:12 AM
PGS675528815863,ACC00004094,24/05/2024 11:45:22,2598.2,AUD,MER01918,AUTH8087,27/05/2024 11:45:22
PGS763545537191,ACC00002707,20240424083229,348.36,GBP,MER01393,AUTH2080,20240425083229
PGS097981163468,ACC00008996,2024-02-18 00:17:31,451.09,CAD,MER01473,AUTH1250,2024-02-21 00:17:31
PGS396192439096,ACC00004312,23-Jan-2024 14:34,5818.39,USD,MER01520,AUTH3197,25-Jan-2024 14:34
PGS635781692045,ACC00009369,02-Feb-2024 09:52,8408.48,AUD,MER01913,AUTH3184,04-Feb-2024 09:52
PGS016529747764,ACC00009350,28/03/2024 04:02:28,6717.66,GBP,MER01761,AUTH2368,31/03/2024 04:02:28
PGS962311006253,ACC00004633,03/27/2024 02:07 AM,454.9,USD,MER01142,AUTH1889,03/30/2024 02:07 AM
PGS506544721997,ACC00002510,2024-05-03 06:44:18,4926.43,USD,MER01098,AUTH7233,2024-05-06 06:44:18
PGS201836493809,ACC00001613,14-Mar-2024 21:29,6053.92,AUD,MER01706,AUTH3093,15-Mar-2024 21:29
PGS351348890267,ACC00006340,2024-03-17 12:50:00,7968.65,EUR,MER01443,AUTH3660,2024-03-18 12:50:00
PGS856030398690,ACC00007699,20240101135644,5265.22,AUD,MER01041,AUTH0658,20240103135644
PGS131335195575,ACC00008730,2024-02-06 01:22:14,1211.51,EUR,MER01991,AUTH9483,2024-02-09 01:22:14
PGS819327285201,ACC00002514,14/05/2024 18:03:48,1357.67,AUD,MER01648,,17/05/2024 18:03:48
PGS315969641399,ACC00006509,2024-01-24 05:52:21,6392.91,USD,MER01744,AUTH0136,2024-01-26 05:52:21
PGS288905851087,ACC00002122,12/01/2024 16:57:45,8630.51,CAD,MER01453,AUTH7438,13/01/2024 16:57:45
PGS401461617236,ACC00010026,05/21/2024 12:09 PM,9409.11,AUD,MER01492,AUTH7023,05/23/2024 12:09 PM
PGS593192426809,ACC00010150,2024-01-13 21:24:12,7248.41,USD,MER01612,AUTH4398,2024-01-16 21:24:12
PGS778643011646,ACC00004934,14/03/2024 04:13:10,1892.71,GBP,MER01285,AUTH8587,15/03/2024 04:13:10
PGS682025891821,ACC00001665,03/18/2024 04:00 AM,817.19,GBP,MER01558,AUTH2520,
PGS662606652342,ACC00010478,18/03/2024 06:32:14,8915.65,AUD,MER01275,AUTH6395,20/03/2024 06:32:14
PGS310253497853,ACC00009000,02/17/2024 04:29 PM,7558.14,CAD,MER01130,AUTH9556,02/20/2024 04:29 PM
PGS291200563864,ACC00005567,20240313172719,7521.35,EUR,MER01301,AUTH0972,20240314172719
PGS876267290533,ACC00002179,2024-04-11 09:54:48,970.38,EUR,MER01598,AUTH7744,2024-04-12 09:54:48
PGS042261175263,ACC00003002,20240103082349,5337.68,AUD,MER01300,AUTH6839,20240106082349
PGS553036994675,ACC00004726,06/04/2024 02:40:27,8028.12,EUR,MER01382,,07/04/2024 02:40:27
PGS059134110118,ACC00006244,13/01/2024 07:50:14,11238.14,AUD,MER01252,AUTH2776,16/01/2024 07:50:14
PGS715358742959,ACC00004326,2024-01-05 17:56:26,4297.29,AUD,MER01947,,2024-01-08 17:56:26
PGS538146936221,ACC00009976,20240313225510,6366.77,AUD,MER01015,,20240315225510
PGS050626131799,ACC00006559,03/11/2024 08:05 AM,8309.13,USD,MER01512,AUTH2026,03/14/2024 08:05 AM
PGS638896497121,ACC00009685,03/04/2024 10:09:44,1248.49,GBP,MER01745,AUTH5393,04/04/2024 10:09:44
PGS545116205508,ACC00008745,2024-02-20 19:46:50,1739.1,GBP,MER01233,AUTH1182,2024-02-23 19:46:50
PGS832474722914,ACC00010607,23-Jan-2024 17:36,1364.27,USD,MER01930,AUTH7011,24-Jan-2024 17:36
PGS742472831062,ACC00008929,10-Apr-2024 02:16,9062.26,USD,MER01467,AUTH5330,13-Apr-2024 02:16
PGS969532841308,ACC00005876,04/11/2024 10:01 AM,7034.24,EUR,MER01439,AUTH7383,04/12/2024 10:01 AM
PGS031871458045,ACC00006834,13-Mar-2024 14:05,7788.85,EUR,MER01493,AUTH0436,16-Mar-2024 14:05
PGS682967702473,ACC00004410,20240115025718,1420.97,AUD,MER01616,AUTH9617,20240118025718
PGS773220506973,ACC00010497,20240201045141,8535.28,EUR,MER01853,AUTH8521,20240204045141
PGS930385623702,ACC00004915,10/03/2024 08:22:34,9428.35,AUD,MER01856,AUTH6090,12/03/2024 08:22:34
PGS348050062016,ACC00009367,02/16/2024 06:39 PM,6855.94,AUD,MER01109,AUTH5391,02/18/2024 06:39 PM
PGS733822178201,ACC00007351,03/02/2024 00:03:49,7985.06,AUD,MER01129,AUTH7094,05/02/2024 00:03:49
PGS410133821246,ACC00006972,22/05/2024 10:52:53,9898.76,USD,MER01351,,25/05/2024 10:52:53
PGS520870900549,ACC00002901,19-Jan-2024 11:59,8014.41,CAD,MER01937,AUTH0971,22-Jan-2024 11:59
PGS202787432601,ACC00010236,20240322173849,8032.03,EUR,MER01441,,20240323173849
PGS016448536551,ACC00008384,07/04/2024 13:55:56,4466.65,GBP,MER01227,AUTH7387,10/04/2024 13:55:56
PGS890246033561,ACC00008718,14-Apr-2024 22:53,1741.5,AUD,MER01019,AUTH0498,15-Apr-2024 22:53
PGS610239202847,ACC00008867,09-Feb-2024 00:59,6871.14,AUD,MER01718,AUTH7410,10-Feb-2024 00:59
PGS804273080064,ACC00001940,20240119004851,8324.69,USD,MER01369,,20240121004851
PGS857833853853,ACC00003584,01/02/2024 07:46 PM,3430.95,AUD,MER01629,AUTH7693,01/05/2024 07:46 PM
PGS474611542449,ACC00010121,03/27/2024 07:00 PM,3991.19,CAD,MER01879,AUTH2782,03/29/2024 07:00 PM
PGS219346945232,ACC00008546,2024-02-06 04:09:02,2070.99,EUR,MER01359,AUTH0468,2024-02-07 04:09:02
PGS678617817303,ACC00009223,20240218155107,10370.89,AUD,MER01654,AUTH6805,
PGS724916679857,ACC00002926,02/01/2024 03:34 PM,1654.5,EUR,MER01837,AUTH2728,02/02/2024 03:34 PM
PGS535702801451,ACC00006550,12/02/2024 11:15:50,767.17,AUD,MER01627,AUTH0638,13/02/2024 11:15:50
PGS104804487154,ACC00008599,2024-03-20 09:02:56,1776.55,EUR,MER01004,,2024-03-22 09:02:56
PGS749955346928,ACC00002888,18/02/2024 02:02:20,7306.37,AUD,MER01603,,19/02/2024 02:02:20
PGS245892716397,ACC00006006,04/30/2024 11:11 PM,2471.07,USD,MER01829,AUTH0753,05/01/2024 11:11 PM
PGS418812663231,ACC00003111,08/05/2024 09:39:41,10742.89,CAD,MER01824,,11/05/2024 09:39:41
PGS988134621765,ACC00005021,22/02/2024 22:53:12,7736.13,EUR,MER01290,AUTH7965,23/02/2024 22:53:12
PGS874136153161,ACC00002927,27/02/2024 15:33:55,8565.86,EUR,MER01133,AUTH0713,01/03/2024 15:33:55
PGS920310565013,ACC00005618,2024-03-21 08:38:02,7608.29,GBP,MER01837,AUTH2689,2024-03-23 08:38:02
PGS273872842622,ACC00002006,20240428091430,6178.76,GBP,MER01397,AUTH8787,20240430091430
PGS515492245972,ACC00002446,03/23/2024 11:11 AM,8529.61,USD,MER01360,,03/26/2024 11:11 AM
PGS902168134226,ACC00003288,26/03/2024 04:37:59,5314.92,USD,MER01764,,28/03/2024 04:37:59
PGS131598992155,ACC00009131,2024-03-08 22:29:28,7475.71,CAD,MER01763,,2024-03-11 22:29:28
PGS898056110404,ACC00003720,06/02/2024 23:51:34,4983.7,GBP,MER01336,,08/02/2024 23:51:34
PGS805372864672,ACC00002173,01/26/2024 05:34 PM,5141.47,GBP,MER01365,AUTH4353,01/28/2024 05:34 PM
PGS786499516811,ACC00007638,08-Mar-2024 05:45,795.14,AUD,MER01051,AUTH2855,09-Mar-2024 05:45
PGS989767994930,ACC00009123,20-Apr-2024 20:31,4181.95,EUR,MER01249,AUTH0148,22-Apr-2024 20:31
PGS405441921426,ACC00007330,04-May-2024 08:13,5942.69,GBP,MER01052,AUTH3780,06-May-2024 08:13
PGS814912012978,ACC00004293,20240329024458,6463.47,CAD,MER01542,AUTH2117,20240330024458
PGS344244644640,ACC00006938,2024-01-03 03:42:58,8145.84,USD,MER01159,AUTH5256,2024-01-04 03:42:58
PGS095698643505,ACC00002928,24-Mar-2024 12:02,692.88,AUD,MER01524,AUTH2648,25-Mar-2024 12:02
PGS885843468873,ACC00010332,31-Dec-2023 10:23,1340.87,AUD,MER01749,AUTH3907,03-Jan-2024 10:23
PGS516819106199,ACC00010354,2024-04-12 15:12:58,7509.7,GBP,MER01080,AUTH2699,2024-04-14 15:12:58
PGS215227698211,ACC00010687,20240128090933,9957.51,AUD,MER01079,AUTH0991,20240130090933
PGS451456145399,ACC00006639,20240305053352,10335.26,AUD,MER01955,AUTH1162,20240308053352
PGS381733734065,ACC00007186,03/02/2024 07:27 PM,2551.37,EUR,MER01848,AUTH4455,03/03/2024 07:27 PM
PGS794921479409,ACC00010045,23/05/2024 18:45:42,4338.94,AUD,MER01289,AUTH8864,25/05/2024 18:45:42
PGS261342241075,ACC00010950,04/17/2024 02:12 PM,4598.01,AUD,MER01695,,04/18/2024 02:12 PM
PGS932579588762,ACC00003271,17/02/2024 08:13:24,3413.11,USD,MER01009,AUTH5083,19/02/2024 08:13:24
PGS408195904461,ACC00002696,02-Feb-2024 21:26,993.27,GBP,MER01217,AUTH9259,04-Feb-2024 21:26
PGS023214292490,ACC00003504,11/02/2024 15:07:45,3020.7,USD,MER01048,AUTH9178,12/02/2024 15:07:45
PGS746197637597,ACC00003132,27/01/2024 07:31:19,5603.5,CAD,MER01571,AUTH4239,28/01/2024 07:31:19
PGS340279102608,ACC00006160,11/02/2024 07:22:05,8981.96,EUR,MER01161,AUTH9078,14/02/2024 07:22:05
PGS154488920485,ACC00010123,03-May-2024 14:32,4651.51,GBP,MER01240,AUTH6459,06-May-2024 14:32
PGS383373878085,ACC00006240,04-Mar-2024 16:03,6198.18,GBP,MER01499,AUTH3644,05-Mar-2024 16:03
PGS829677883945,ACC00003818,2024-05-15 08:16:05,5521.95,AUD,MER01586,AUTH0744,2024-05-16 08:16:05
PGS698637012645,ACC00007109,20240407103950,1800.75,GBP,MER01477,,20240409103950
PGS544423236537,ACC00009796,05/17/2024 08:41 PM,417.07,GBP,MER01426,,05/18/2024 08:41 PM
PGS354803085144,ACC00008458,27-Mar-2024 01:16,2443.34,EUR,MER01781,AUTH2156,28-Mar-2024 01:16
PGS754195741451,ACC00007843,04-Apr-2024 05:24,10729.32,AUD,MER01627,AUTH3129,06-Apr-2024 05:24
PGS008807188661,ACC00001920,28-Mar-2024 17:52,6217.66,USD,MER01448,AUTH7366,29-Mar-2024 17:52
PGS185310340211,ACC00010171,12-May-2024 16:23,7764.3,GBP,MER01748,AUTH9653,13-May-2024 16:23
PGS308926769868,ACC00010430,14-Jan-2024 01:56,480.41,CAD,MER01158,AUTH3537,16-Jan-2024 01:56
PGS174982106489,ACC00008237,15-Mar-2024 17:12,6806.08,USD,MER01008,AUTH8269,16-Mar-2024 17:12
PGS544991486890,ACC00006695,20240413113150,4673.04,USD,MER01257,,20240416113150
PGS309395126161,ACC00001200,23/02/2024 04:29:50,3310.42,USD,MER01037,AUTH4230,24/02/2024 04:29:50
PGS002240309811,ACC00010337,05/20/2024 10:22 AM,7236.59,CAD,MER01074,,05/23/2024 10:22 AM
PGS311806583861,ACC00006032,08/04/2024 13:25:23,7454.83,EUR,MER01099,,10/04/2024 13:25:23
PGS836372344175,ACC00005478,08-Apr-2024 00:20,298.3,USD,MER01522,AUTH4611,
PGS834859495592,ACC00003966,04/07/2024 06:25 PM,845.05,USD,MER01402,AUTH4775,04/09/2024 06:25 PM
PGS597558476565,ACC00005194,2024-04-12 07:36:28,7689.83,EUR,MER01791,AUTH9926,2024-04-14 07:36:28
PGS455663330291,ACC00009649,05/17/2024 12:47 AM,8203.5,EUR,MER01194,AUTH7049,
PGS119716807426,ACC00005996,06-Mar-2024 11:16,6672.01,USD,MER01832,AUTH4232,09-Mar-2024 11:16
PGS422024598145,ACC00006758,2024-01-09 09:23:03,3610.22,CAD,MER01772,AUTH1616,2024-01-11 09:23:03
PGS026183318641,ACC00005794,19-Mar-2024 06:45,1045.59,AUD,MER01226,,22-Mar-2024 06:45
PGS862764881881,ACC00009456,14/01/2024 00:25:18,8327.77,AUD,MER01537,,15/01/2024 00:25:18
PGS861912459974,ACC00009902,20240210062450,3019.84,AUD,MER01642,AUTH3965,20240211062450
PGS449827979101,ACC00005606,04/03/2024 02:34 AM,1888.01,EUR,MER01339,AUTH1882,04/04/2024 02:34 AM
PGS836492098965,ACC00009814,10/05/2024 04:10:41,10136.82,AUD,MER01981,,11/05/2024 04:10:41
PGS814892898633,ACC00008204,01/15/2024 01:47 AM,6049.38,USD,MER01673,AUTH9710,01/18/2024 01:47 AM
PGS414025908623,ACC00007202,03/10/2024 10:44 PM,535.67,USD,MER01829,AUTH2651,03/13/2024 10:44 PM
PGS284205206736,ACC00007317,2024-02-22 03:04:30,7462.16,GBP,MER01733,AUTH5109,2024-02-25 03:04:30
PGS782012732065,ACC00003015,2024-04-20 20:11:54,6423.44,EUR,MER01024,AUTH0456,2024-04-22 20:11:54
PGS385882869322,ACC00001398,20240218181021,3629.19,EUR,MER01108,AUTH3458,20240220181021
PGS921902767464,ACC00006976,02/19/2024 06:53 AM,1777.22,USD,MER01482,AUTH7889,
PGS066569615105,ACC00004995,06-Jan-2024 17:54,9135.57,USD,MER01243,,07-Jan-2024 17:54
PGS626948092541,ACC00008315,07/03/2024 14:26:48,3798.34,CAD,MER01351,AUTH3212,10/03/2024 14:26:48
PGS916074639842,ACC00010331,2024-03-27 22:22:39,692.84,AUD,MER01662,,
PGS743269250893,ACC00002717,2024-04-02 22:55:07,5084.81,CAD,MER01626,,2024-04-04 22:55:07
PGS531384452603,ACC00010427,2024-04-25 05:41:00,2910.8,USD,MER01420,AUTH3198,2024-04-27 05:41:00
PGS353351423397,ACC00002278,20240209145019,7579.16,AUD,MER01041,AUTH3503,20240211145019
PGS908358830013,ACC00003078,2024-05-21 08:57:15,7419.83,USD,MER01662,AUTH3051,2024-05-22 08:57:15
PGS240558980631,ACC00002321,20240404212105,1705.89,AUD,MER01284,AUTH5139,20240406212105
PGS513527023909,ACC00005775,16-Mar-2024 22:51,171.99,EUR,MER01627,AUTH7830,17-Mar-2024 22:51
PGS217056524303,ACC00007312,24-Mar-2024 17:10,5138.83,GBP,MER01608,AUTH9877,26-Mar-2024 17:10
PGS906976153272,ACC00009335,04-Mar-2024 12:45,5709.74,USD,MER01882,AUTH2358,07-Mar-2024 12:45
PGS156504071635,ACC00004027,02-Jan-2024 16:00,5125.18,GBP,MER01491,AUTH4261,03-Jan-2024 16:00
PGS100554452227,ACC00005480,13-Mar-2024 09:44,4840.52,GBP,MER01272,AUTH9868,16-Mar-2024 09:44
PGS217151251389,ACC00008448,2024-05-22 10:02:26,6112.33,GBP,MER01335,,
PGS497395247814,ACC00001610,22-Mar-2024 06:11,11897.54,CAD,MER01676,AUTH2987,25-Mar-2024 06:11
PGS986678080778,ACC00003775,02/26/2024 10:06 PM,8178.08,AUD,MER01986,AUTH8883,02/29/2024 10:06 PM
PGS270674504088,ACC00006876,2024-03-31 06:45:33,6224.16,AUD,MER01193,AUTH8767,2024-04-01 06:45:33
PGS291647050898,ACC00004748,18/05/2024 15:43:02,4454.75,EUR,MER01473,AUTH4729,20/05/2024 15:43:02
PGS264639964396,ACC00004113,12/31/2023 10:51 PM,4280.35,CAD,MER01526,AUTH2062,01/03/2024 10:51 PM
PGS454136118448,ACC00002811,17-Jan-2024 16:21,9250.44,AUD,MER01773,AUTH8747,19-Jan-2024 16:21
PGS640837694759,ACC00009839,20240404010025,2683.34,USD,MER01782,AUTH3904,20240407010025
PGS050295939795,ACC00010260,20240413120737,4228.86,CAD,MER01428,AUTH2792,
PGS522970570434,ACC00005573,04/10/2024 08:49 PM,2640.62,EUR,MER01042,AUTH9130,04/12/2024 08:49 PM
PGS630726419005,ACC00007919,04/23/2024 02:13 AM,2384.9,USD,MER01739,AUTH5531,04/25/2024 02:13 AM
PGS831445616786,ACC00002546,2024-01-23 11:00:45,3233.7,EUR,MER01778,AUTH7879,2024-01-26 11:00:45
PGS075333419014,ACC00009988,04/27/2024 03:05 PM,8281.12,USD,MER01999,AUTH8496,04/28/2024 03:05 PM
PGS275088293650,ACC00006427,20240429221813,4445.27,CAD,MER01007,AUTH5080,20240502221813
PGS741464272703,ACC00002646,05/21/2024 10:20 AM,1320.45,GBP,MER01891,AUTH3588,
PGS643468377708,ACC00004090,31-Jan-2024 12:16,1192.32,USD,MER01629,AUTH1468,03-Feb-2024 12:16
PGS773241940214,ACC00005778,05/07/2024 12:06 AM,9963.47,USD,MER01853,AUTH8683,05/08/2024 12:06 AM
PGS657790282634,ACC00009573,08/04/2024 10:05:03,11705.17,AUD,MER01515,AUTH6480,11/04/2024 10:05:03
PGS609518006606,ACC00009949,16/02/2024 23:59:28,2421.73,CAD,MER01436,AUTH8696,19/02/2024 23:59:28
PGS285015194666,ACC00009480,14/02/2024 02:54:24,4173.47,EUR,MER01170,AUTH2180,16/02/2024 02:54:24
PGS969125250852,ACC00002066,20240503101644,5420.77,EUR,MER01575,,20240506101644
PGS273898643580,ACC00002468,01/09/2024 01:25 AM,875.22,USD,MER01733,AUTH6126,01/10/2024 01:25 AM
PGS975373384329,ACC00010620,04-Apr-2024 04:30,1937.35,AUD,MER01530,,06-Apr-2024 04:30
PGS770583841138,ACC00010929,01/05/2024 19:39:56,7239.77,AUD,MER01582,AUTH0591,04/05/2024 19:39:56
PGS576962227427,ACC00007976,20240207061622,7598.32,GBP,MER01913,AUTH0046,20240209061622
PGS550537558266,ACC00006131,2024-03-31 17:08:49,9194.87,CAD,MER01352,AUTH3103,2024-04-03 17:08:49
PGS202232876686,ACC00005936,24/05/2024 08:54:14,8056.08,USD,MER01819,AUTH0484,25/05/2024 08:54:14
PGS434451650527,ACC00006414,2023-12-28 16:06:24,1548.36,CAD,MER01148,AUTH5660,2023-12-30 16:06:24
PGS114325457273,ACC00001948,20240108135359,3705.76,EUR,MER01274,AUTH8436,20240109135359
PGS906695469783,ACC00006993,20240326084353,8099.29,AUD,MER01201,AUTH3395,
PGS634752754810,ACC00007337,22/04/2024 02:29:12,584.76,EUR,MER01333,AUTH0228,23/04/2024 02:29:12
PGS204370000956,ACC00007226,20240107001327,1186.1,CAD,MER01575,AUTH0198,20240110001327
PGS013316642101,ACC00006208,18-Mar-2024 17:53,6693.54,EUR,MER01612,,21-Mar-2024 17:53
PGS455998108597,ACC00003087,06-Apr-2024 08:21,6515.6,AUD,MER01854,AUTH0021,07-Apr-2024 08:21
PGS647526785019,ACC00002587,20240326202242,3361.45,AUD,MER01863,AUTH5387,20240327202242
PGS029136106017,ACC00010569,2024-02-26 01:04:39,3759.62,GBP,MER01989,,2024-02-28 01:04:39
PGS312721234901,ACC00007760,03/05/2024 10:54:03,2684.9,AUD,MER01220,,04/05/2024 10:54:03
PGS219503922558,ACC00008156,14-Jan-2024 16:42,2023.75,CAD,MER01502,AUTH9944,17-Jan-2024 16:42
PGS576747220255,ACC00003056,05-May-2024 04:36,7341.06,USD,MER01941,AUTH8411,06-May-2024 04:36
PGS025525226163,ACC00006983,20240406173826,6953.46,AUD,MER01061,AUTH0676,20240409173826
PGS866352883034,ACC00001827,2024-04-19 04:45:12,5438.17,EUR,MER01902,AUTH0129,2024-04-21 04:45:12
PGS566366035068,ACC00003219,20240328080448,10268.17,CAD,MER01425,AUTH6904,20240331080448
PGS154585747817,ACC00005689,20240229145644,126.82,EUR,MER01577,AUTH3691,20240303145644
PGS948471437752,ACC00009545,04-Mar-2024 00:32,3982.94,GBP,MER01110,AUTH4263,05-Mar-2024 00:32
